,group
TCGA-C8-A3M7-01A,3
TCGA-A2-A0T0-01A,3
TCGA-OL-A66J-01A,3
TCGA-EW-A6SC-01A,3
TCGA-AN-A0AJ-01A,3
TCGA-BH-A0DV-01A,3
TCGA-AQ-A54O-01A,3
TCGA-A2-A0CU-01A,3
TCGA-AR-A2LH-01A,3
TCGA-BH-A0AU-01A,3
TCGA-D8-A1Y1-01A,3
TCGA-AO-A1KP-01A,3
TCGA-A8-A09G-01A,3
TCGA-E9-A1RD-01A,3
TCGA-OL-A6VO-01A,3
TCGA-AO-A0J3-01A,3
TCGA-AR-A1AO-01A,3
TCGA-AR-A254-01A,3
TCGA-D8-A27L-01A,3
TCGA-D8-A1J8-01A,3
TCGA-GM-A4E0-01A,3
TCGA-BH-A0E1-11A,3
TCGA-E2-A14X-01A,3
TCGA-BH-A0BR-01A,3
TCGA-BH-A0HY-01A,3
TCGA-BH-A42U-01A,3
TCGA-A8-A08T-01A,3
TCGA-A2-A0CW-01A,3
TCGA-AN-A041-01A,3
TCGA-AC-A3W5-01A,3
TCGA-A2-A0D0-01A,3
TCGA-EW-A1PA-01A,3
TCGA-E9-A227-01A,3
TCGA-E9-A2JS-01A,3
TCGA-C8-A1HM-01A,3
TCGA-OL-A5DA-01A,3
TCGA-A8-A08L-01A,3
TCGA-AR-A24N-01A,3
TCGA-E2-A14Q-01A,3
TCGA-AN-A0FK-01A,3
TCGA-E2-A154-01A,3
TCGA-5T-A9QA-01A,3
TCGA-AR-A5QQ-01A,3
TCGA-AC-A3YJ-01A,3
TCGA-A2-A0YF-01A,3
TCGA-E9-A1N8-01A,3
TCGA-BH-A0H6-01A,3
TCGA-A8-A09A-01A,3
TCGA-D8-A27V-01A,3
TCGA-GM-A2DD-01A,3
TCGA-A2-A0T4-01A,3
TCGA-E9-A2JT-01A,3
TCGA-BH-A203-01A,3
TCGA-D8-A1JL-01A,3
TCGA-BH-A18M-01A,3
TCGA-EW-A2FV-01A,3
TCGA-BH-A1FJ-01A,3
TCGA-BH-A18R-11A,3
TCGA-BH-A18R-01A,3
TCGA-EW-A1OW-01A,3
TCGA-LL-A5YM-01A,3
TCGA-AO-A0J6-01A,3
TCGA-AR-A1AX-01A,3
TCGA-A8-A099-01A,3
TCGA-LL-A5YN-01A,3
TCGA-EW-A1J1-01A,3
TCGA-E2-A1LG-01A,3
TCGA-E2-A107-01A,3
TCGA-C8-A27B-01A,3
TCGA-GM-A2DL-01A,3
TCGA-BH-A0DK-11A,3
TCGA-E9-A1ND-11A,3
TCGA-AO-A03P-01A,3
TCGA-D8-A1JH-01A,3
TCGA-AO-A1KO-01A,3
TCGA-A2-A0SU-01A,3
TCGA-E2-A14O-01A,3
TCGA-BH-A0DS-01A,3
TCGA-A8-A09Z-01A,3
TCGA-D8-A147-01A,3
TCGA-BH-A0HP-01A,3
TCGA-OL-A66P-01A,3
TCGA-E9-A1N5-11A,3
TCGA-AQ-A1H3-01A,3
TCGA-A2-A0YE-01A,3
TCGA-BH-A0BC-01A,3
TCGA-E2-A150-01A,3
TCGA-B6-A0I2-01A,3
TCGA-AN-A049-01A,3
TCGA-E9-A1RA-01A,3
TCGA-A1-A0SF-01A,3
TCGA-A8-A079-01A,3
TCGA-S3-AA17-01A,3
TCGA-BH-A0BA-01A,3
TCGA-A2-A0D3-01A,3
TCGA-C8-A132-01A,3
TCGA-PE-A5DE-01A,3
TCGA-LQ-A4E4-01A,3
TCGA-A7-A4SD-01A,3
TCGA-A7-A425-01A,3
TCGA-AR-A24U-01A,3
TCGA-AN-A0FV-01A,3
TCGA-AC-A3W6-01A,3
TCGA-BH-A0HK-11A,3
TCGA-BH-A0HK-01A,3
TCGA-AR-A2LK-01A,3
TCGA-D8-A73X-01A,3
TCGA-BH-A0H5-01A,3
TCGA-A8-A09R-01A,3
TCGA-A7-A13D-01A,3
TCGA-D8-A1X8-01A,3
TCGA-E2-A14P-01A,3
TCGA-AN-A04A-01A,3
TCGA-C8-A27A-01A,3
TCGA-A2-A25D-01A,3
TCGA-A8-A085-01A,3
TCGA-E9-A1RG-01A,3
TCGA-AC-A8OQ-01A,3
TCGA-AC-A23C-01A,3
TCGA-D8-A27M-01A,3
TCGA-A2-A0YL-01A,3
TCGA-D8-A1JU-01A,3
TCGA-C8-A1HE-01A,3
TCGA-EW-A2FR-01A,3
TCGA-PE-A5DD-01A,3
TCGA-E9-A1NH-01A,3
TCGA-BH-A203-11A,3
TCGA-AO-A0JF-01A,3
TCGA-E2-A1IL-01A,3
TCGA-AC-A2FM-01A,3
TCGA-A2-A25A-01A,3
TCGA-EW-A1PB-01A,3
TCGA-E2-A1AZ-01A,3
TCGA-AO-A12B-01A,3
TCGA-AR-A1AM-01A,3
TCGA-GM-A5PX-01A,3
TCGA-D8-A73W-01A,3
TCGA-E2-A14W-01A,3
TCGA-E2-A15O-01A,3
TCGA-S3-A6ZH-01A,3
TCGA-E2-A15F-01A,3
TCGA-E2-A158-01A,3
TCGA-A7-A0DB-01A,3
TCGA-E2-A156-01A,3
TCGA-E2-A152-01A,3
TCGA-AN-A0XN-01A,3
TCGA-E9-A1R0-01A,3
TCGA-B6-A0RH-01A,3
TCGA-A2-A1G4-01A,3
TCGA-BH-A0C1-01B,3
TCGA-AQ-A1H2-01A,3
TCGA-AR-A1AT-01A,3
TCGA-D8-A27P-01A,3
TCGA-E9-A3Q9-01A,3
TCGA-AC-A2QI-01A,3
TCGA-E9-A1NI-01A,3
TCGA-E9-A1RF-01A,3
TCGA-AO-A129-01A,3
TCGA-B6-A0RQ-01A,3
TCGA-A2-A0CX-01A,3
TCGA-AR-A0TZ-01A,3
TCGA-A8-A086-01A,3
TCGA-E9-A3HO-01A,3
TCGA-E9-A249-01A,3
TCGA-AC-A6IW-01A,3
TCGA-AC-A3TN-01A,3
TCGA-EW-A1P0-01A,3
TCGA-E2-A10B-01A,3
TCGA-A2-A0CP-01A,3
TCGA-XX-A899-01A,3
TCGA-E9-A1N5-01A,3
TCGA-PL-A8LX-01A,3
TCGA-A2-A3XZ-01A,3
TCGA-A2-A0EU-01A,3
TCGA-E9-A295-01A,3
TCGA-S3-AA15-01A,3
TCGA-C8-A26W-01A,3
TCGA-E9-A245-01A,3
TCGA-AO-A0JJ-01A,3
TCGA-BH-A1FR-01A,3
TCGA-C8-A12O-01A,3
TCGA-BH-A18F-01A,3
TCGA-A2-A4S1-01A,3
TCGA-AR-A0TV-01A,3
TCGA-AN-A04D-01A,3
TCGA-BH-A1ET-01A,3
TCGA-BH-A1ET-11B,3
TCGA-BH-A0E2-01A,3
TCGA-AO-A12D-01A,3
TCGA-E2-A3DX-01A,3
TCGA-A2-A04U-01A,3
TCGA-BH-A18J-01A,3
TCGA-AO-A126-01A,3
TCGA-BH-A18H-01A,3
TCGA-BH-A0HX-01A,3
TCGA-BH-A202-01A,3
TCGA-BH-A201-01A,3
TCGA-WT-AB41-01A,3
TCGA-BH-A0RX-01A,3
TCGA-AR-A5QP-01A,3
TCGA-AR-A24V-01A,3
TCGA-D8-A140-01A,3
TCGA-E9-A1NE-01A,3
TCGA-C8-A12P-01A,3
TCGA-Z7-A8R6-01A,3
TCGA-EW-A1OV-01A,3
TCGA-A2-A1FX-01A,3
TCGA-AR-A2LO-01A,3
TCGA-A7-A26I-01A,3
TCGA-E9-A5FK-01A,3
TCGA-A2-A04T-01A,3
TCGA-EW-A1PE-01A,3
TCGA-D8-A1XW-01A,3
TCGA-AR-A0TP-01A,3
TCGA-C8-A26V-01A,3
TCGA-A8-A08X-01A,3
TCGA-AC-A2FE-01A,3
TCGA-A7-A4SC-01A,3
TCGA-OL-A66N-01A,3
TCGA-A2-A0CM-01A,3
TCGA-D8-A1X5-01A,3
TCGA-BH-A0EB-01A,3
TCGA-AN-A0AR-01A,3
TCGA-E2-A1L8-01A,3
TCGA-EW-A1P1-01A,3
TCGA-E2-A2P5-01A,3
TCGA-BH-A0BP-01A,3
TCGA-EW-A1PD-01A,3
TCGA-BH-A0DK-01A,3
TCGA-E9-A1ND-01A,3
TCGA-E2-A109-01A,3
TCGA-A2-A4RX-01A,3
TCGA-A8-A06R-01A,3
TCGA-AR-A0TX-01A,3
TCGA-E9-A3QA-01A,3
TCGA-AR-A0TR-01A,3
TCGA-A2-A0YG-01A,3
TCGA-EW-A1IZ-01A,3
TCGA-C8-A3M8-01A,3
TCGA-E9-A5FL-01A,3
TCGA-BH-A0EE-01A,3
TCGA-E9-A1RF-11A,3
TCGA-A2-A25F-01A,3
TCGA-E2-A15D-01A,3
TCGA-OL-A5D7-01A,3
TCGA-E9-A1N9-01A,3
TCGA-E9-A1N9-11A,3
TCGA-A8-A0A7-01A,3
TCGA-AO-A1KR-01A,3
TCGA-C8-A12N-01A,3
TCGA-LL-A5YO-01A,3
TCGA-A8-A08A-01A,3
TCGA-A2-A1FZ-01A,3
TCGA-BH-A1FC-01A,3
TCGA-C8-A12U-01A,3
TCGA-AR-A1AI-01A,3
TCGA-B6-A2IU-01A,3
TCGA-AR-A1AQ-01A,3
TCGA-A2-A0SW-01A,3
TCGA-A8-A094-01A,3
TCGA-A2-A4S3-01A,3
TCGA-AR-A2LQ-01A,3
TCGA-C8-A12Z-01A,3
TCGA-C8-A133-01A,3
TCGA-E9-A22B-01A,3
TCGA-E9-A228-01A,3
TCGA-E9-A247-01A,3
TCGA-D8-A1JJ-01A,3
TCGA-D8-A1XB-01A,3
TCGA-LL-A9Q3-01A,3
TCGA-BH-A1FD-01A,3
TCGA-OL-A66K-01A,3
TCGA-AC-A2FF-01A,3
TCGA-E2-A15L-01A,3
TCGA-E9-A6HE-01A,3
TCGA-GM-A2DF-01A,3
TCGA-BH-A0BW-01A,3
TCGA-A2-A25B-01A,3
TCGA-BH-A1FE-06A,3
TCGA-A7-A6VV-01A,3
TCGA-AN-A0FF-01A,3
TCGA-A2-A3XW-01A,3
TCGA-A2-A3XT-01A,3
TCGA-E9-A5UP-01A,3
TCGA-D8-A27G-01A,3
TCGA-A2-A1G0-01A,3
TCGA-D8-A1Y3-01A,3
TCGA-E2-A1B1-01A,3
TCGA-C8-A1HN-01A,3
TCGA-BH-A0HL-01A,3
TCGA-B6-A0RT-01A,3
TCGA-C8-A12M-01A,3
TCGA-BH-A1F8-11B,3
TCGA-AO-A0J8-01A,3
TCGA-A8-A08J-01A,3
TCGA-A7-A6VX-01A,3
TCGA-BH-A0HN-01A,3
TCGA-A2-A1FW-01A,3
TCGA-D8-A27K-01A,3
TCGA-BH-A0BF-01A,3
TCGA-LD-A9QF-01A,3
TCGA-BH-A209-01A,3
TCGA-E2-A14S-01A,3
TCGA-BH-A0DP-01A,3
TCGA-W8-A86G-01A,3
TCGA-A8-A09C-01A,3
TCGA-E2-A574-01A,3
TCGA-A8-A084-01A,3
TCGA-GM-A2DK-01A,3
TCGA-A8-A09E-01A,3
TCGA-AO-A0J9-01A,3
TCGA-AO-A03M-01B,3
TCGA-AO-A12H-01A,3
TCGA-BH-A1F6-01A,3
TCGA-A8-A06N-01A,3
TCGA-A2-A0EY-01A,3
TCGA-A2-A0T2-01A,3
TCGA-D8-A27I-01A,3
TCGA-EW-A6S9-01A,3
TCGA-D8-A1X6-01A,3
TCGA-EW-A1IX-01A,3
TCGA-E9-A5UO-01A,3
TCGA-E9-A1N6-01A,3
TCGA-E2-A1L6-01A,3
TCGA-E2-A1LB-01A,3
TCGA-E9-A54Y-01A,3
TCGA-BH-A1ES-06A,3
TCGA-BH-A1ES-01A,3
TCGA-E9-A1R5-01A,3
TCGA-E2-A15S-01A,3
TCGA-E2-A1B5-01A,3
TCGA-C8-A26X-01A,3
TCGA-AC-A6IX-01A,3
TCGA-AO-A12C-01A,3
TCGA-B6-A0RG-01A,3
TCGA-E2-A14N-01A,3
TCGA-A7-A3RF-01A,3
TCGA-AR-A5QM-01A,3
TCGA-E2-A10C-01A,3
TCGA-AC-A3TM-01A,3
TCGA-BH-A1F2-01A,3
TCGA-C8-A12W-01A,3
TCGA-BH-A18N-01A,3
TCGA-C8-A12K-01A,3
TCGA-E9-A1N4-01A,3
TCGA-D8-A1XO-01A,3
TCGA-BH-A0E6-01A,3
TCGA-HN-A2NL-01A,3
TCGA-A8-A07W-01A,3
TCGA-D8-A1JC-01A,3
TCGA-AO-A0JC-01A,3
TCGA-C8-A1HF-01A,3
TCGA-A8-A07Z-01A,3
TCGA-B6-A0I6-01A,3
TCGA-A2-A3XU-01A,3
TCGA-E9-A54X-01A,3
TCGA-AN-A0XT-01A,3
TCGA-C8-A1HJ-01A,3
TCGA-D8-A1JM-01A,3
TCGA-C8-A1HL-01A,3
TCGA-JL-A3YW-01A,3
TCGA-B6-A0I8-01A,3
TCGA-BH-A1EY-01A,3
TCGA-AR-A5QN-01A,3
TCGA-AN-A0AT-01A,3
TCGA-A2-A0T3-01A,3
TCGA-A2-A0T6-01A,3
TCGA-GM-A3XN-01A,3
TCGA-E2-A15E-01A,3
TCGA-A1-A0SQ-01A,3
TCGA-A8-A0A4-01A,3
TCGA-A2-A0YD-01A,3
TCGA-EW-A1P3-01A,3
TCGA-D8-A1XG-01A,3
TCGA-BH-A0H7-01A,3
TCGA-A8-A06Z-01A,3
TCGA-E9-A1RE-01A,3
TCGA-BH-A0B7-01A,3
TCGA-B6-A0RN-01A,3
TCGA-A8-A076-01A,3
TCGA-BH-A0EA-01A,3
TCGA-BH-A8FZ-01A,3
TCGA-E9-A248-01A,3
TCGA-BH-A0AZ-01A,3
TCGA-BH-A1FH-01A,3
TCGA-AN-A0FX-01A,3
TCGA-B6-A0X1-01A,3
TCGA-BH-A0B3-01A,3
TCGA-AN-A0XO-01A,3
TCGA-A2-A0CZ-01A,3
TCGA-A2-A04N-01A,3
TCGA-A2-A0SX-01A,3
TCGA-GI-A2C9-01A,3
TCGA-AR-A250-01A,3
TCGA-E9-A1NG-11A,3
TCGA-EW-A1P5-01A,3
TCGA-E2-A15P-01A,3
TCGA-EW-A1OY-01A,3
TCGA-B6-A0RL-01A,3
TCGA-C8-A130-01A,3
TCGA-BH-A18P-01A,3
TCGA-D8-A1J9-01A,3
TCGA-AR-A256-01A,3
TCGA-BH-A1FG-01A,3
TCGA-BH-A0BJ-01A,3
TCGA-A7-A3J0-01A,3
TCGA-E2-A15C-01A,3
TCGA-E2-A14Z-01A,3
TCGA-EW-A3U0-01A,3
TCGA-BH-A18Q-11A,3
TCGA-E2-A10E-01A,3
TCGA-AR-A0TY-01A,3
TCGA-E2-A1B4-01A,3
TCGA-A7-A4SE-01A,3
TCGA-GM-A2DC-01A,3
TCGA-C8-A1HG-01A,3
TCGA-E9-A226-01A,3
TCGA-D8-A1JN-01A,3
TCGA-BH-A0BO-01A,3
TCGA-E9-A1R7-01A,3
TCGA-BH-A0HW-01A,3
TCGA-D8-A1JB-01A,3
TCGA-E2-A15G-01A,3
TCGA-A2-A4S0-01A,3
TCGA-A2-A25E-01A,3
TCGA-E2-A10A-01A,3
TCGA-BH-A0E9-01B,3
TCGA-AQ-A04L-01B,3
TCGA-A2-A25C-01A,3
TCGA-BH-A1EX-01A,3
TCGA-BH-A0C3-01A,3
TCGA-A2-A0T7-01A,3
TCGA-C8-A12L-01A,3
TCGA-AN-A0AS-01A,3
TCGA-BH-A0GY-01A,3
TCGA-OL-A5S0-01A,3
TCGA-BH-A42V-01A,3
TCGA-UU-A93S-01A,3
TCGA-BH-A6R9-01A,3
TCGA-BH-A1EO-01A,3
TCGA-B6-A0RP-01A,3
TCGA-BH-A0B9-01A,3
TCGA-D8-A13Z-01A,3
TCGA-E9-A1RC-01A,3
TCGA-AR-A0TQ-01A,3
TCGA-A8-A08O-01A,3
TCGA-A8-A07P-01A,3
TCGA-D8-A1XF-01A,3
TCGA-AR-A251-01A,3
TCGA-E2-A56Z-01A,3
TCGA-D8-A145-01A,3
TCGA-E9-A1R6-01A,3
TCGA-AO-A12F-01A,3
TCGA-D8-A1X7-01A,3
TCGA-D8-A1XJ-01A,3
TCGA-A2-A0YK-01A,3
TCGA-E2-A14T-01A,3
TCGA-E2-A1B6-01A,3
TCGA-EW-A1OZ-01A,3
TCGA-MS-A51U-01A,3
TCGA-LL-A8F5-01A,3
TCGA-LL-A50Y-01A,3
TCGA-AR-A1AP-01A,3
TCGA-AR-A1AK-01A,3
TCGA-E9-A1RB-11A,3
TCGA-AN-A0XS-01A,3
TCGA-D8-A73U-01A,3
TCGA-AC-A5XU-01A,3
TCGA-AN-A0G0-01A,3
TCGA-B6-A0IG-01A,3
TCGA-AR-A1AU-01A,3
TCGA-LD-A74U-01A,3
TCGA-A2-A0T5-01A,3
TCGA-EW-A1OX-01A,3
TCGA-AR-A1AY-01A,3
TCGA-BH-A0E1-01A,3
TCGA-BH-A0C0-01A,3
TCGA-E2-A1L7-01A,3
TCGA-AR-A0U0-01A,3
TCGA-AN-A0XW-01A,3
TCGA-E9-A1R4-01A,3
TCGA-OL-A6VQ-01A,3
TCGA-A7-A0DC-01A,3
TCGA-LL-A6FP-01A,3
TCGA-GI-A2C8-01A,3
TCGA-A8-A06U-01A,3
TCGA-AO-A0JI-01A,3
TCGA-A7-A0CD-01A,3
TCGA-C8-A1HI-01A,3
TCGA-A8-A07E-01A,3
TCGA-A8-A09K-01A,3
TCGA-D8-A1XU-01A,3
TCGA-A8-A07I-01A,3
TCGA-PL-A8LV-01A,3
TCGA-D8-A1XV-01A,3
TCGA-D8-A1XR-01A,3
TCGA-D8-A27R-01A,3
TCGA-BH-A18L-01A,3
TCGA-E9-A1R2-01A,3
TCGA-C8-A134-01A,3
TCGA-BH-A0HA-01A,3
TCGA-BH-A0HA-11A,3
TCGA-AR-A24T-01A,3
TCGA-E2-A1IG-01A,3
TCGA-E9-A1NA-01A,3
TCGA-D8-A1JP-01A,3
TCGA-AR-A252-01A,3
TCGA-D8-A1XL-01A,3
TCGA-BH-A0EI-01A,3
TCGA-E2-A15R-01A,3
TCGA-IR-A3L7-01A,4
TCGA-GH-A9DA-01A,4
TCGA-EK-A2RL-01A,4
TCGA-EA-A1QS-01A,4
TCGA-IR-A3LI-01A,4
TCGA-IR-A3LF-01A,4
TCGA-C5-A1BJ-01A,4
TCGA-EA-A411-01A,4
TCGA-FU-A23K-01A,4
TCGA-C5-A7CK-01A,4
TCGA-C5-A1MN-01A,4
TCGA-VS-A94X-01A,4
TCGA-EA-A3HR-01A,4
TCGA-EA-A50E-01A,4
TCGA-C5-A2M2-01A,4
TCGA-EX-A69L-01A,4
TCGA-EA-A78R-01A,4
TCGA-EA-A439-01A,4
TCGA-FU-A3TX-01A,4
TCGA-Q1-A73Q-01A,4
TCGA-MU-A5YI-01A,4
TCGA-2W-A8YY-01A,4
TCGA-DS-A0VK-01A,4
TCGA-DG-A2KM-01A,4
TCGA-DG-A2KK-01A,4
TCGA-R2-A69V-01A,4
TCGA-DG-A2KL-01A,4
TCGA-EA-A3Y4-01A,4
TCGA-MA-AA3Y-01A,4
TCGA-WL-A834-01A,4
TCGA-EA-A5ZD-01A,4
TCGA-DS-A1OA-01A,4
TCGA-MY-A5BF-01A,4
TCGA-FU-A40J-01A,4
TCGA-VS-A9UD-01A,4
TCGA-LP-A7HU-01A,4
TCGA-EK-A2H1-01A,4
TCGA-EX-A1H5-01A,4
TCGA-EA-A3HQ-01A,4
TCGA-MU-A51Y-01A,4
TCGA-C5-A1M5-01A,4
TCGA-IR-A3LL-01A,4
TCGA-C5-A1BL-01A,4
TCGA-EK-A2R9-01A,4
TCGA-EK-A2PK-01A,4
TCGA-EK-A2H0-01A,4
TCGA-FU-A3TQ-01A,4
TCGA-EK-A2IP-01A,4
TCGA-Q1-A5R3-01A,4
TCGA-HM-A4S6-01A,4
TCGA-LP-A4AW-01A,4
TCGA-EA-A3HS-01A,4
TCGA-EA-A410-01A,4
TCGA-LP-A4AX-01A,4
TCGA-JX-A3PZ-01A,4
TCGA-EA-A43B-01A,4
TCGA-EX-A449-01A,4
TCGA-4J-AA1J-01A,4
TCGA-C5-A7X3-01A,4
TCGA-Q1-A73P-01A,4
TCGA-EA-A3HT-01A,4
TCGA-JW-A5VL-01A,4
TCGA-DS-A1OC-01A,4
TCGA-EK-A2PL-01A,4
TCGA-C5-A1MF-01A,4
TCGA-Q1-A6DW-01A,4
TCGA-EA-A5ZE-01A,4
TCGA-IR-A3LC-01A,4
TCGA-ZJ-AAXN-01A,4
TCGA-DS-A3LQ-01A,4
TCGA-EK-A2PM-01A,4
TCGA-C5-A3HL-01A,4
TCGA-C5-A0TN-01A,4
TCGA-LP-A5U2-01A,4
TCGA-MU-A8JM-01A,4
TCGA-DS-A1OB-01A,4
TCGA-C5-A1MJ-01A,4
TCGA-VS-A9UQ-01A,4
TCGA-C5-A1MH-01A,4
TCGA-EA-A97N-01A,4
TCGA-ZJ-AAXB-01A,4
TCGA-C5-A1M9-01A,4
TCGA-EA-A4BA-01A,4
TCGA-EA-A3QE-01A,4
TCGA-ZJ-AB0I-01A,4
TCGA-EK-A2RA-01A,4
TCGA-ZJ-AAXD-01A,4
TCGA-FU-A23L-01A,4
TCGA-MA-AA41-01A,4
TCGA-C5-A1M6-01A,4
TCGA-VS-A9U5-01A,4
TCGA-C5-A1MI-01A,4
TCGA-EK-A2RC-01A,4
TCGA-EK-A2RK-01A,4
TCGA-C5-A2LX-01A,4
TCGA-C5-A2LZ-01A,4
TCGA-EK-A2RM-01A,4
TCGA-ZJ-AAX8-01A,4
TCGA-EK-A3GM-01A,4
TCGA-FU-A2QG-01A,4
TCGA-Q1-A73R-01A,4
TCGA-DS-A7WH-01A,4
TCGA-ZJ-A8QR-01A,4
TCGA-DS-A1O9-01A,4
TCGA-DS-A7WI-01A,4
TCGA-VS-A9UB-01A,4
TCGA-EK-A2R8-01A,4
TCGA-EK-A2RO-01A,4
TCGA-EK-A3GK-01A,4
TCGA-Q1-A73O-01A,4
TCGA-EA-A3QD-01A,4
TCGA-C5-A8XI-01A,4
TCGA-FU-A57G-01A,4
TCGA-EK-A2IR-01A,4
TCGA-C5-A1ME-01A,4
TCGA-EA-A6QX-01A,4
TCGA-EA-A1QT-01A,4
TCGA-VS-A9V0-01A,4
TCGA-EA-A3HU-01A,4
TCGA-EK-A2RE-01A,4
TCGA-IR-A3LK-01A,4
TCGA-JX-A5QV-01A,4
TCGA-MA-AA3Z-01A,4
TCGA-DS-A5RQ-01A,4
TCGA-C5-A3HE-01A,4
TCGA-EA-A44S-01A,4
TCGA-DG-A2KH-01A,4
TCGA-DS-A0VN-01A,4
TCGA-C5-A7CG-01A,4
TCGA-C5-A1MQ-01A,4
TCGA-EA-A5ZF-01A,4
TCGA-C5-A2LV-01A,4
TCGA-C5-A1M8-01A,4
TCGA-UC-A7PF-01A,4
TCGA-EX-A8YF-01A,4
TCGA-VS-A8QF-01A,4
TCGA-IR-A3LA-01A,4
TCGA-MA-AA42-01A,4
TCGA-DS-A1OD-01A,4
TCGA-EA-A5FO-01A,4
TCGA-C5-A2LY-01A,4
TCGA-MA-AA43-01A,4
TCGA-DS-A0VL-01A,4
TCGA-C5-A8XJ-01A,4
TCGA-C5-A2LT-01A,4
TCGA-EK-A3GN-01A,4
TCGA-MA-AA3W-01A,4
TCGA-HM-A3JJ-01A,4
TCGA-IR-A3LB-01A,4
TCGA-ZJ-AAXA-01A,4
TCGA-Q1-A73S-01A,4
TCGA-MY-A913-01A,4
TCGA-RA-A741-01A,4
TCGA-C5-A907-01A,4
TCGA-EK-A2RJ-01A,4
TCGA-EK-A2R7-01A,4
TCGA-VS-A8EK-01A,4
TCGA-HG-A2PA-01A,4
TCGA-DS-A0VM-01A,4
TCGA-LP-A4AV-01A,4
TCGA-IR-A3LH-01A,4
TCGA-C5-A1M7-01A,4
TCGA-ZJ-A8QO-01A,4
TCGA-C5-A3HF-01A,4
TCGA-C5-A1MP-01A,4
TCGA-EA-A5O9-01A,4
TCGA-LP-A5U3-01A,4
TCGA-EX-A69M-01A,4
TCGA-JX-A3Q0-01A,4
TCGA-EA-A556-01A,4
TCGA-W5-AA2X-01A,5
TCGA-W5-AA30-01A,5
TCGA-ZH-A8Y2-01A,5
TCGA-W5-AA2G-01A,5
TCGA-W5-AA2Z-01A,5
TCGA-W5-AA33-01A,5
TCGA-3X-AAV9-01A,5
TCGA-YR-A95A-01A,5
TCGA-ZH-A8Y6-01A,5
TCGA-ZH-A8Y5-01A,5
TCGA-3X-AAVC-01A,5
TCGA-W5-AA36-01A,5
TCGA-4G-AAZT-01A,5
TCGA-W5-AA2I-01A,5
TCGA-W5-AA39-01A,5
TCGA-ZH-A8Y1-01A,5
TCGA-ZD-A8I3-01A,5
TCGA-W6-AA0S-01A,5
TCGA-3X-AAVA-01A,5
TCGA-WD-A7RX-01A,5
TCGA-W5-AA31-01A,5
TCGA-ZH-A8Y8-01A,5
TCGA-W5-AA2Q-01A,5
TCGA-W5-AA2U-01A,5
TCGA-W5-AA34-01A,5
TCGA-W5-AA38-01A,5
TCGA-W5-AA2H-01A,5
TCGA-W5-AA2O-01A,5
TCGA-W5-AA2W-01A,5
TCGA-5M-AAT6-01A,6
TCGA-AA-3552-01A,6
TCGA-AA-3560-01A,6
TCGA-CM-6676-01A,6
TCGA-AA-A029-01A,6
TCGA-AA-A01C-01A,6
TCGA-AA-A03F-01A,6
TCGA-CA-5256-01A,6
TCGA-AA-3844-01A,6
TCGA-CM-6162-01A,6
TCGA-AZ-4684-01A,6
TCGA-A6-2680-01A,6
TCGA-F4-6807-01A,6
TCGA-CM-5863-01A,6
TCGA-AZ-4616-01A,6
TCGA-T9-A92H-01A,6
TCGA-AA-3811-01A,6
TCGA-AZ-4315-01A,6
TCGA-AA-3712-01A,6
TCGA-AA-3562-01A,6
TCGA-A6-2677-01A,6
TCGA-AA-3972-01A,6
TCGA-CA-5255-01A,6
TCGA-AY-A8YK-01A,6
TCGA-G4-6307-01A,6
TCGA-AA-3713-01A,6
TCGA-AA-3561-01A,6
TCGA-A6-6652-01A,6
TCGA-AZ-6603-01A,6
TCGA-AD-6965-01A,6
TCGA-AA-3819-01A,6
TCGA-AA-3971-01A,6
TCGA-AA-3986-01A,6
TCGA-3L-AA1B-01A,6
TCGA-D5-6529-01A,6
TCGA-A6-6653-01A,6
TCGA-CM-6170-01A,6
TCGA-F4-6570-01A,6
TCGA-AA-A01X-01A,6
TCGA-D5-6920-01A,6
TCGA-AA-A03J-01A,6
TCGA-CM-5862-01A,6
TCGA-G4-6311-01A,6
TCGA-A6-6654-01A,6
TCGA-AA-3812-01A,6
TCGA-CM-6680-01A,6
TCGA-A6-6648-01A,6
TCGA-AA-A02O-01A,6
TCGA-QG-A5YX-01A,6
TCGA-AA-A01D-01A,6
TCGA-AA-3861-01A,6
TCGA-A6-6140-01A,6
TCGA-G4-6306-01A,6
TCGA-CM-6169-01A,6
TCGA-AA-A00Z-01A,6
TCGA-AA-3522-01A,6
TCGA-CM-5341-01A,6
TCGA-AA-3950-01A,6
TCGA-A6-2678-01A,6
TCGA-F4-6809-01A,6
TCGA-G4-6321-01A,6
TCGA-A6-2676-01A,6
TCGA-AA-3554-01A,6
TCGA-G4-6586-01A,6
TCGA-AA-A02K-01A,6
TCGA-AA-3697-01A,6
TCGA-A6-6781-01A,6
TCGA-D5-5538-01A,6
TCGA-F4-6703-01A,6
TCGA-NH-A5IV-01A,6
TCGA-CA-6716-01A,6
TCGA-AA-3521-01A,6
TCGA-DM-A0XF-01A,6
TCGA-AA-3866-01A,6
TCGA-CM-6674-01A,6
TCGA-CM-6164-01A,6
TCGA-QG-A5Z1-01A,6
TCGA-AD-A5EJ-01A,6
TCGA-G4-6627-01A,6
TCGA-CM-5344-01A,6
TCGA-AA-A022-01A,6
TCGA-DM-A28A-01A,6
TCGA-A6-2681-01A,6
TCGA-CM-5860-01A,6
TCGA-G4-6298-01A,6
